AN,TAB,Seed
2847,"Investigating Trends in Streamflow and Precipitation in Huangfuchuan Basin with Wavelet Analysis and the Mann-Kendall Test This study aims to investigate trends in streamflow and precipitation in the period 1954-2010 in a semiarid region of the Yellow River watershed, Huangfuchuan basin, China. The combination of the wavelet transform and different Mann-Kendall (MK) tests were employed to figure out the basic trends structure in streamflow and precipitation and what time scales are affecting the observed trends. The comparative analysis with five MK test methods showed that the modified MK tests with full serial correlation structure performed better when significant autocorrelations exhibited for more than one lag. Three criteria were used to determine the optimal smooth mother wavelet, the decomposition level and the extension mode used in the discrete wavelet transform (DWT) procedure. The first criteria referred to the relative error of the wavelet approximated component and the original series. The second one was the relative error of MK Z-values of approximation component and the original series. Additionally, a new criterion (Er), based on the relative error of energy between the approximate component and the original series, was proposed in this study, with better performance than the previous two criteria. Further, a new powerful index, the energy of the hydrological time series, was proposed to verify the dominant periodic components for the observed trends. The analysis indicated that all monthly, seasonal and annual streamflow showed significant decreasing trends, while no significant trends were found in precipitation. Results from the DWT and MK tests revealed that the main factors influencing the trends in the monthly and seasonal series in Huangfuchuan watershed are intra-annual cycles, while the leading factors affecting the trends in the annual series are decadal events. Different driving factors (e.g., seasonal cycles, solar activities, etc.) related to the periodicities identified in these data types resulted in this discrepancy.",
2848,"Extra and Intercellular Concentrations of Water Soluble Cations from Xanthoria parietina and Phaeophyscia orbicularis Lichenized Fungi Species The aim of the present study was to determine concentrations of the water soluble content of sodium (Na+), potassium (K+), ammonium (NH4+), calcium (Ca2+) and magnesium (Mg2+) cations accumulated in the extra and intercellular locations of Xanthoria parietina and Phaeophyscia orbicularis lichenized fungi thallus collected in the north-eastern Romania. The concentrations of the interest cations were determined by ion chromatography. An increase of electrolyte leakage, especially K+, was observed in both Xanthoria parietina and Phaeophyscia orbicularis species, which might be a result of the cell membranes disruption. The identified and quantified cations did not exhibit well defined trends, but rather showed fluctuations between the investigated species and within the investigated time period. Multivariate statistical tools were used in order to investigate the obtained results. The most significant correlations were observed for the (K+,Mg2+) pair in both Xanthoria parietina and Phaeophyscia orbicularis species, an observation which might suggest either similarities in their locations or possible common physiological role.",
2849,"Hydrogeochemical Characteristics and Quality Assessment of Mine Water in Coalfield Area, Guizhou Province, Southwest China Coal resources are widely distributed in Guizhou province, China and environmental pollution caused by coal mining is becoming increasingly serious, especially mine drainage. A total of 120 mine water samples collected from different coalfields were analyzed to investigate the hydrogeochemical characteristics and assess the water quality for drinking, domestic, and irrigative purposes. Water samples had a pH of 1.90-9.12 and most of them were acidic or weakly acidic. Total dissolved solids (TDS) ranged from 254 to 13,944Â mg/L and correlated closely with the electrical conductivity (EC). The coal mine drainage of Guizhou was characterized typically by low pH value, high Fe and SO(4)(2-) concentration, which were mainly attributed to oxidative weathering of pyrite. The most dominant type for abandoned coal-mine drainage was Ca-Mg-SO(4), while that of the underground drainage for active mine were mainly Na-SO(4) and Na-HCO(3) because of high concentration of Na(+) from the dissolution of evaporites and clastic rocks. High concentration of the TDS, SO(4)(2-), Fe, Mn, et al. made it unsuitable for drinking and domestic use, but part of the coal mine drainage could be used for irrigation at some sites.",
2850,"Evaluation of effectiveness of artificial recharge measures in parts of Maharashtra using environmental isotopes India has good average annual precipitation, but its poor distribution in space and time has led to the scarcity of groundwater in many areas. Artificial recharge to groundwater requires a composite procedure along with detailed morphometric and hydrogeological studies of the area. In Maharashtra State, a programme was initiated to recharge the groundwater by making a cascade of earthen bunds, recharge ponds and using disused open wells. The effectiveness of artificial recharge programmes was evaluated by employing environmental isotopes (H-3, O-18 and D) in Ozar watershed whereas recharge zones and effectiveness of different recharge sources were evaluated in BM-60 and Bamnod watersheds. O-18 and H-3 isotopes revealed that the groundwater storage in Ozar watershed remains less and the contribution of canal water was found minimum during July and maximum during October (about 100%). Similarly, the isotopic signatures of groundwater in BM-60 indicate that the precipitation is the main source of recharge to groundwater in the BM-60 watershed and the contribution of other sources is minimal. The higher values of environmental tritium in Bamnod watershed revealed the contribution of artificial recharge that was carried out through Hatnur Canal on casual basis.",
2851,"Investigation of Lead and Iron Removal from Groundwater Using Sapropel and Quartz Sand In Prey Nop district of Cambodia, a district in coastal area, it was observed that concentration of iron and lead in groundwater was higher than permissible values. Lead is a highly toxic heavy metal, while iron is an element causing several problems related to the deterioration of taste and aesthetic appearance of water and the capacity reduction of water supply pipelines. Therefore, this article investigates the effectiveness of the technology for removing lead and iron from groundwater using the cheapest materials like sapropel and sand. In this study, different doses of sapropel (0.1, 0.2, 0.4, 0.5, 0.6, 0.8, 1, 2, 3, 4, 5 and 6 g/L), different durations of sorption processes (30, 60, 90, 120 and 150 min) and a laboratory bench for iron filtration filled with quartz sand were used for lead and iron ions removal. Results from the bench tests showed that both iron and lead were removed at efficiencies of 70 and 97%, and their concentrations did not exceed the permissible levels by using the lowest dose of 0.1 g/L of sapropel for sorption of lead and filtration through quartz sand filters for iron removal.",
2852,"Impact of Climate Change and Land Use on Groundwater Salinization in Southern Bangladesh-Implications for Other Asian Deltas Pervasive salinity in soil and water is affecting agricultural yield and the health of millions of delta dwellers in Asia. This is also being exacerbated by climate change through increases in sea level and tropical storm surges. One consequence of this has been a widespread introduction of salt water shrimp farming. Here, we show, using field data and modeling, how changes in climate and land use are likely to result in increased salinization of shallow groundwater in SE Asian mega-deltas. We also explore possible adaptation options. We find that possible future increase of episodic inundation events, combined with salt water shrimp farming, will cause rapid salinization of groundwater in the region making it less suitable for drinking water and irrigation. However, modified land use and water management practices can mitigate the impacts on groundwater, as well as the overlying soil, from future salinization. The study therefore provides guidance for adaptation planning to reduce future salinization in Asian deltas.",
2853,"Reproductive toxicity assessment of surface water of the Tai section of the Yangtze River, China by in vitro bioassays coupled with chemical analysis Reproductive toxicity of organic extracts of the surface water from the Tai section of the Yangtze River was assessed by in vitro cytotoxity assays and selected persistent organic pollutants including PCBs, OCPs and PAHs were quantified by instrumental analysis. Eleven of the US EPA priority PAHs were detected. Individual PAHs were found to range from 0.7 to 20 ng/L. Concentrations of BaP did not exceed the national drinking water source quality standard of China. However, a 286-fold concentrated organic extract induced significant reproductive toxicity in adult male rats. The morphology of cells, MTT assay and LDH release assay were all affected by exposure to the organic extracts of water. The results of the reproductive toxicity indicated that PAHs posed the greatest risk of the chemicals studied. The compounds present in the water could be bioconcentrated and result in adverse effects.",
2854,"The use of synthesized zeolites from power plant rice husk ash obtained from Thailand as adsorbent for cadmium contamination removal from zinc mining The people from the 12 villages near the zinc mining in Mae Sot District, Tak Province, and Northwest of Thailand, were suffering contamination with cadmium (Cd2+). It was released into the main source of water supply, Mae Taw River, which also be used for agriculture. This represents a serious problem that should be addressed accordingly. This study aims to investigate the synthesized zeolite from agriculture waste by-product in Thailand such as; rice husk ash (RHA) with white part is containing high silica content which can be used as a potential zeolites precursor and used to solve the problem by removing cadmium in aqueous solution via batch experiments. The removal of Cd2+ in the concentration range of 50-500 mg/L. The maximum removal capacity of synthesized zeolite Na-A and Na-X for Cd2+ were found to be 736.38 and 684.46 mg/g, respectively. The result was compared to synthetic zeolite 3A commercial shown that synthesized zeolites from RHA have high removal capacity close to commercial one of 753.58 mg/g using 0.3 g/L dosage of zeolite and consistent with an endothermic reaction, an increase in the temperature (20-40 degrees C) resulted in increasing cadmium adsorption rate. Therefore, the synthesized zeolites from RHA have high potential to remove cadmium contamination in water. (C) 2015 Elsevier Ltd. All rights reserved.",
2855,"Mountains of Tajikistan: Problems of sustainable development Almost 93% of Tajikistan's territory consists of mountains which include some of the highest in Central Asia. These are in the Tian Shan and the Pamir-Alay ranges. About half of the country's territory is situated at an elevation above 3000 meters and the difference between minimal and maximal altitudes exceeds 7000 meters. Tajikistan has rich resources of coal, oil, gas, mercury, molybdenum, antimony, tin, gold, silver, phosphorus, salt, talc, asbestos, fluorite, marble, gypsum, clay, precious stones and other minerals. There are more than 400 known deposits of which 70 are being actively exploited. Most of the glaciers in Central Asia are located in Tajikistan. The area occupied by these glaciers is approximately 8470 square kilometres or 6% of the country's territory These glaciers and their associated snowfields are the main water sources for the rivers emptying into the Aral Sea. These rivers are thought of as ""rivers of life"" since they provide populated areas with water for drinking, irrigation and the production of the electricity. There are four main rivers originating in Tajikistan. These are the Syr-Darya in northern Tajikistan, the Zeravshan in central Tajikistan, the Pajn in south-western Tajikistan and Pamir and the Vakhsh. The Panj and the Vakhsh later combine to form the Amu-Darya. In terms of water resources Tajikistan's are the richest in the Central Asia. These resources are used primarily for irrigation as well as for industrial and municipal purposes. The mountain rivers are also used for generating electric power. This situation presents crucial problems for Central Asia because the costs and benefits associated with the use of the mountain resources are unequally shared amongst the countries. The countries of Central Asia can be divided into those which may be considered as water providers, ie. the predominantly mountainous countries of the Kyrgyz Republic and Tajikistan and those who are predominantly water users, ie. Kazakhstan. Turkmenistan and Uzbekistan. The problems that arise are: decreasing water availability; excessive water use; water versus energy needs pollution; inappropriate agricultural practices; declining forest areas; environmental protection; mining and associated waste disposal; unsustainable use of mountain resources. Our report is devoted to a description of these problems and strategies for dealing with them.",
2856,"Advancements in and Integration of Water, Sanitation, and Solid Waste for Low- And Middle-Income Countries The water, sanitation, and solid waste sectors are closely related and have many interactions between their respective service chains in low- and middle-income countries. Currently, these interactions mostly lead to cross-contamination, and opportunities for co-benefits are seldom realized. This review presents the key advancements within each of these three development sectors in the past two decades. We identify numerous similarities such as decentralization, resource recovery, community involved planning, and digitalization. Despite the potential for synergies and the opportunities to maximize positive interactions, there have been few attempts to break the existing sectoral silos in order to integrate these three service chains. We argue that, with the right enabling environment, an integrated approachto holistically planning and implementing water supply, sanitation, and solid waste management can create positive interactions resulting in co-benefits among complementary development goals. Â© 2021 Annual Reviews Inc.. All rights reserved.",
2857,"Water Quality Assessment of Irrigation and Drainage Systems on the Basis of Phytoplankton Analysis Water systems in Upper Egypt appear to be vulnerable for Egyptians uses and abuses. Recognition of the ever increasing pressure on those resources and the inevitable conflicts of water utility always require promotion of strategies for better environmental management of this valuable resource. WHO has reported that about 40 thousand people worldwide are dying daily due to consumption of polluted water. Hence, it was thought imperative to assess the water quality and pollution status of aquatic habitats in Upper Egypt. Irrigation and drainage canals have an important role in controlling the water balance, for irrigation of agricultural lands and discharge from the cultivated soils. They may be subjected to anthropogenic impact that lead to perceptible changes in their regime particularly in the drainage canals. In such habitats, planktonic algae are sensitive to the dramatic fluctuations of water quality, and are therefore could be regarded as predictors for monitoring environmental conditions. Obvious differences were observed between the irrigation and drainage canals in water quality and phytoplankton abundance as well as its community structure. For instance, the species diversities in the irrigation canals were relatively higher than those in the drainage canals. Furthermore, some euglenoid and cyanoprokaryotic phytoplankton appeared in the drainage canals and completely disappeared in the irrigation canals. These observations provide evidence for possible use of phytoplankton to assess water quality.",
2858,"Incorporation of Phase Change Material (PCM) in Poultry Hatchery for Thermal Management & Energy Conversion Schemes of Slaughterhouse Waste in Broiler Farms for Energy Conservation - A Case Study Energy has become an important and one of the basic infrastructures for economic development of a county. The per capita energy consumption of a country is an index of prosperity. India houses 17% of world population and consumes only 3.3% of total world energy. Currently, energy experts are always analyzing economically feasible and technically viable methods towards the generation and conservation of energy in a friendly nature to the environment. Poultry Industry is the one which consumes more energy and this contributes major share in the broiler production cost and produces huge amount of meat waste which is not utilized much. Hence this sector may possibly be considered for a study towards the energy conservation potential as well as handling the waste to energy conversion process for supporting the environment from pollution. This industry requires two major energies such as thermal and electricity. The poultry based livestock production is increasing day by day which leads to increase in production of poultry meat wastes such as chicken litter and guts. This may results in air, soil and water pollution. One of the promising novel methods is meeting the energy demand from renewable energy sources and by utilizing the pollutant based waste generated from the slaughterhouses. This paper propose the suitability of phase change material (PCM) for solar energy storage which ultimately provides the thermal management process in the poultry egg hatchery and also deals with various possibilities to handle the chicken guts in a most effective way for meeting out the grow-out farms energy demand.",
2859,"ASSESSING THE ATTRACTIVENESS OF SMR: AN APPLICATION OF INCAS MODEL TO INDIA Small Modular Reactors (SMRs) have the potential to be an important component of the worldwide nuclear renaissance. Whilst requiring more diluted investment than Large Reactors (LRs), SMRs are simpler build and operate as well as being suitable for deployment in harsh environmental conditions. In addition, useful by-products such as desalinated water and process heat are generated. The economic competitiveness of SMRs with respect to LRs must be carefully evaluated since the economies of scale label these reactors as not economically competitive. As such, a variety of financial and economic models have been developed by the scientific community in order to assess the competitiveness of SMRs. One of these, the INCAS model (Integrated model for the Competitiveness Assessment of SMRs), performs an investment project simulation and assessment of SMR and LR deployment scenarios, providing monetary indicators (e.g. IRR, LUEC, total equity invested) and not-monetary indicators (e.g. design robustness, required spinning reserve). The work in this paper investigates the attractiveness of SMRs for a given scenario, the Indian state, through application of the INCAS model. India is the second most populated country in the world with rapid economic growth and a huge requirement for energy. There is also both good public acceptance and political support for nuclear power in India, important factors favoring the deployment SMRs in particular. India seems particularly suitable for SMR deployment because (i) its energy intensive industrial sites are located far from existing grids, (ii) rapid growth in the region and (iii) the requirement for plants to provide fresh water for the population, as well as for agriculture and industry. The results show that SMRs have roughly the same financial performance of LRs, however they have a competitive advantage as a result of non-financial factors such as co-generation application, higher local content and better management of the spinning reserves in a country with an electricity deficit.",
2860,"Water storage variations of the Yangtze, Yellow, and Zhujiang river basins derived from the DEOS Mass Transport (DMT-1) model In general, China is short of water resources and some regions even experience a shortage of daily water supply. This could threaten the stability and economic development of the nation. A study on the water storage variations is especially important for the water management and storage prediction in three largest river basins of China, namely, Yangtze, Yellow, and Zhujiang, where the most dense population and leading economic regions are located. The satellite gravity mission GRACE (Gravity Recovery and Climate Experiment) provides an opportunity to macroscopically identify water (or mass) variations in the Earth's system with a spatial resolution of 300-400 km and a temporal resolution of about one month. We use the first release of the DEOS (Delft Institute of Earth Observation and Space Systems) Mass Transport (DMT-1) model based on GRACE data to analyze water storage changes in the three river basins. The DMT-1 model consists of monthly solutions, which are computed using an innovative methodology. The methodology includes, in particular, the application of a statistically optimal Wiener-type filter based on full variance-covariance matrices of noise and signal. This results in particularly sharp mass variation maps. Taking one monthly solution as an example, we compare the results derived from the DMT-1 model with ones produced with the standard post-processing scheme based on a combination of the de-striping and Gaussian filtering. The comparison shows that the DMT-1 model outperforms the other models and is suitable for the analysis of the mass changes in river basins. A subset of the DMT-1 solutions in the interval between February 2003 and May 2008 is used to estimate the secular trends and seasonal variations for the three river basins. The estimated trends show that the water storage of the Yellow River basin does not have significant changes, while the Zhujiang and Yangtze river basins have a large and statistically significant water storage increase. The estimation of seasonal variations demonstrates that the water storage variations in Yangtze and Zhujiang river basins are almost in the same phase. The amplitude of variations in the Zhujiang River basin is larger than that in Yangtze. No clear annual variations are observed in the Yellow River basin. The observed water storage variations generally coincide with the observations and conclusions presented in the hydrological reports of the Chinese Ministry of Water Resources.",
2861,"ISOTOPIC AND CHEMICAL-COMPOSITION OF WATER AND STEAM DISCHARGES FROM VOLCANIC MAGMATIC HYDROTHERMAL SYSTEMS OF THE GUANACASTE GEOTHERMAL PROVINCE, COSTA-RICA The Guanacaste Geothermal Province encompasses three major geothermal systems, each centered on its respective volcanic structure: Rincon de la Vieja to the NW, Miravalles in the center and Tenorio to the SE. Each shows corresponding sets of surface manifestations: vapor discharges from fumaroles and steam-heated pools at altitudes >500 m; lower temperature SO4-Cl springs on the lower slopes of the respective volcano; and cooler neutral Cl springs to the S of the volcanic chain, at altitudes <500 m. The production of HCO3-rich waters is limited to a narrow belt stretching to the S of Miravalles volcano. Chemical and isotopic evidence suggests that the neutral Cl waters, also discharged from deep wells, are derived from a more primitive Cl-SO4 water formed by transfer of readily mobilised, originally magmatic constituents to deeply circulating groundwater. Isotopic evidence suggests that this groundwater is derived largely from areas to the north of the volcanic chain. The presence of immature waters within drillable depth is indicated by the incursion of an acid SO4 water into a well at Miravalles after deepening to 2000 m. As the Cl waters rise, they start to boil. The separated vapors feed the fumaroles and steam-heated features at thc surface, the residual water travels underground to be discharged some 5-25 km to the S. The uniformity in chemical and isotopic compositions of the neutral Cl waters is compatible with the assumption that the individual thermal systems are linked at depth to form large, contiguous geothermal reservoirs beneath the Guanacaste Geothermal Province.",
2862,"Developments in multiple-valve water-hammer control This paper investigates multiple-valve closures in a simple reservoir-valve-pipeline-valve system. Multiple closing (or opening) of valves may induce large positive or low negative pressure waves due to wave interference (superposition of the waves). The effect of multiple-valve closure can be either beneficial or detrimental, with the outcome being entirely dependent on the position of the valves and the sequence and delay of the closures. Valves are incorporated as boundary conditions in the method of characteristics model. The staggered (diamond) grid with consideration of unsteady skin friction is applied. Experimental investigations of multiple-valve induced water-hammer have been performed in the University of Montenegro laboratory pipeline apparatus. The apparatus consists of an upstream end high-pressurized tank, horizontal steel pipeline (length 55.37 m, inner diameter 18 mm), four valve units positioned along the pipeline including the end points, and a downstream end tank. The transient event is initiated first by rapid closure of the downstream-end valve followed by the delayed closure of the upstream-end valve. Calculated and measured results are compared and discussed in the light of the effects of pressure wave interference.",
2863,"Reconstructing the historical spatial land use pattern for Jiangsu Province in mid-Qing Dynasty This study is proposed to reconstruct a high-resolution spatial distribution of historical land use pattern with all land use types to overcome low-accuracy and/or the monotonic land use type in current historical land use reconstruction studies. The year of 1820 is set as the temporal section and the administrative area of Jiangsu Province is the study area. Land use types being reconstructed include farmland, residential land (including both urban land and rural residential land), water body, and other land (including forest land, grassland, and unused land). Data sources mainly refer to historical documents, historical geographic research outcomes, contemporary statistics, and natural environmental data. With great considerations over regional natural resources and social and economic conditions, a few theoretical assumptions have been proposed to facilitate the adjustment on prefecture farmland, urban land, and rural residential land. Upholding the idea that the contemporary land use pattern has been inherently in sequence with the historical land use pattern as well as the land use pattern shall be consistent to its accessibility, this study reconstructs the land use pattern in Jiangsu Province in 1820 with 100 m*100 m grids based on accessibility analysis and comprehensive evaluation. The outcome has been tested as valid by regionalization and correlation analysis. The resulted spatial distribution shows that back in 1820 in Jiangsu Province: (1) farmland, urban land, rural residential land, water body, and other land take about 48.49%, 4.46%, 0.16%, 15.03%, and 31.86% of the total land area respectively; (2) the land use pattern features high proportion of land in farming while low-proportion land in non-farming uses while population, topography, and the density of water body lead to great spatial variations; and (3) the reconstruction methodology has been tested as reasonable based on significant positive correlations between 1820 data and 1985 for both farmland and rural residential land at the prefecture level.",
2864,"Scaling-up Studies on Electrolysis Using Cation Exchange Membrane for Alum Recovery Water treatment sludge from coagulation process in Indonesia is generally directly discharged into rivers. This condition may negatively affect the environment and human health. The high concentration of aluminum in the sludge can be potentially recovered as alum coagulant. Laboratory-scale electrolysis using cation exchange membrane (CEM) has proven to increase purity of recovered alum. The use of CEM for alum recovery in a pilot-scale can be used to estimate investment, operation, and maintenance costs in its application. This study aims to examine effectiveness of the pilot-scale electrolysis using CEM for alum recovery from water treatment sludge. The electrolysis cell used plate acrylic material with a batch recirculation reactor system. Feed tank capacity was 5 L with electrolysis cell volume of 400 mL. The cross-sectional area of the electrode was 48 cm(2). The electrolysis was operated for 10 h. The electric currents used in this study were 400, 600, and 800 mA. Conductivity, pH, total dissolved solids, aluminum, iron, and manganese were measured every hour, as well as concentrations of zinc, lead, chromium, and copper at the initial and end of electrolysis. Results showed that optimum current density was 12.5 mA/cm(2) with alum recovery efficiency of 68.06% at specific energy consumption of 53.47 kWh/kg. The recovered alum was free from organic impurities, and the main metal component was aluminum with high percentage (91.23%). The electrolysis effectiveness in alum recovery was influenced by the ratio of electrode area and electrolysis cell volume, operation time, and current density.",
2865,"ANALYSIS OF GAS MIGRATION PATTERNS IN FRACTURED COAL ROCKS UNDER ACTUAL MINING CONDITIONS Fracture fields in coal rocks are the main channels for gas seepage, migration, and extraction. The development, evolution, and spatial distribution of fractures in coal rocks directly affect the permeability of the coal rock as well as gas migration and flow In this work, the Ji-15-14120 miningface at the No. 8 Coal Mine of Pingdingshan Tian'an Coal Mining Co. Ltd., Pingdingshan, China, was selected as the test site to develop a full-parameter fracture observation instrument and a dynamic fracture observation technique. The acquired video information of fractures in the walls of the boreholes was vectorized and converted to planarly expanded images on a computer-aided design platform. Based on the relative spatial distances between the openings of the boreholes, simultaneous planar images of isolated fractures in the walls of the bore holes along the mining direction were obtained from the boreholes located at various distances from the mining face. Using this information, a 3-D fracture network under mining conditions was established. The gas migration pattern was calculated using a COMSOL computation platform. The results showed that between 10 hours and 1 day the fracture network controlled the gas-flow, rather than the coal seam itself. After one day, the migration of gas was completely controlled by the fractures. The presence of fractures in the overlying rock enables the gas in coal seam to migrate more easily to the surrounding rocks or extraction tunnels situated relatively far away from the coal rock These conclusions provide an important theoretical basis for gas extraction.",
2866,"Nitrate sources and biogeochemical processes in karst underground rivers impacted by different anthropogenic input characteristics Nitrate is one of the most common pollution sources in groundwater, particularly in highly vulnerable karst aquifers. The potential for nitrification and denitrification within karst aquifers varies in different settings depending on the extent of anthropogenic inputs, so that accurate identification of nitrate sources can be difficult. Geochemical data and dual nitrate isotopes were measured in this study, incorporating a Bayesian isotopic mixing model, and used to identify nitrate sources, nitrification and denitrification, and quantitatively determine nitrate sources under different extents of anthropogenic inputs in three karst catchments within Chongqing Municipality, SW China: Laolongdong (an urbanized area), Qingmuguan (a suburban village), and Shuifang Spring (a protected natural area). At the Laolongdong catchment, the groundwater was in a reducing condition and enriched in Î´(15)N(NO3) (averaging 18.9Â Â±Â 6.9â€°) and Î´(18)O(NO3) (averaging 8.5Â Â±Â 4.6â€°). Manure and sewage waste were the main contributing nitrate sources. A slope of 1.8: 1 of the dual isotopes suggested a denitrification process occurring in anaerobic conduit flow. Within the Qingmuguan catchment, groundwater had average Î´(15)N(NO3) and Î´(18)O(NO3) values of 9.7Â Â±Â 3.5â€°, and 1.9Â Â±Â 3.4â€°, respectively. The data showed evidence for nitrification, and the contribution of soil organic nitrogen was 52.1%, followed by a contribution of 44.8% from manure and wastewater. At the Shuifang Spring catchment, the mean Î´(15)N(NO3) and Î´(18)O(NO3) values in groundwater were 8.8Â Â±Â 2.9â€°, 2.3Â Â±Â 4.6â€°, respectively. Nitrification was the dominant process and most of the nitrate was derived from soil organic nitrogen. This study suggests that karst underground rivers overlain by urban land use undergo denitrification, while the suburban and relatively pristine karst aquifers are dominated by nitrification, allowing development of a conceptual model for nitrate sources and transformations in karst aquifers from the categories of land use (i.e., urban, suburban, and pristine areas). MAIN FINDING: Anthropogenic activities can change biogeochemical nitrogen dynamics of vulnerable karst aquifers, such that the groundwater overlain by an urban settlement has undergone denitrification, while suburban and pristine areas have been dominated by nitrification.",
2867,"The impact of loading frequency and copper as a biocide on biosand filter performance Biological sand filters (BSFs) can appropriately serve as point-of-use water treatment in developing nations. This study examined the benefit of adding copper to a BSF, and evaluated the impact of its addition in relation to extended pause times. Four 70-L BSFs were created - copper was incorporated in the packing of the two BSFs labeled Filter 1 and Filter 3. Filters 1 and 2 were loaded daily while Filters 3 and 4 were watered every third day. Source water was taken from the Ocmulgee River in Macon, Georgia. To investigate variation due to watering frequency and biocidal addition, BSF performance was quantified using coliforms, turbidity, solids, dissolved oxygen, pH, and copper analyses. E. coli removal efficiencies for Filters 1, 2, 3, and 4 averaged 90, 77, 87, and 80%, respectively. Paired t-tests at alpha = 0.05 indicate that effluent coliform concentrations from filters watered daily were significantly impacted by the presence of copper. Filters loaded every third day showed no significant performance effect from copper addition on coliform removal efficiency. Similar paired t-tests at alpha = 0.05 for turbidity, solids, and COD showed no significant difference between filter performance.",
2868,"Synergies between climate change adaptation and mitigation in development Case studies of Amman, Jakarta, and Dar es Salaam Purpose - The purpose of this paper is to understand how cities at different stages of development each subject to its own challenges in adapting to climate change can manage greenhouse gas (GHG) emissions. Design/methodology/approach - Case studies are undertaken for three cities: Amman, Jakarta and Dar es Salaam, including determination of GHG emissions and analysis of climate change data (where available) for each. Findings - In Amman, the most climate-sensitive municipal service is water; Jordan is exceptionally dry, and nearly 15 per cent of all electricity consumption is by the water authority. Jakarta has already experienced extreme flooding. The climate vulnerabilities associated with sea-level rise are intensified by subsidence in parts of Jakarta. Alternating floods and droughts are climate impacts already experienced in Dar es Salaam. Droughts have impacted Tanzania's electricity infrastructure disrupting hydroelectricity production, requiring new natural gas infrastructure to maintain power, thereby increasing GHG emissions. Nonetheless, Dar es Salaam's GHG emissions at 0.56 t CO(2)e/cap are small compared to Amman and Jakarta at 3.66 and 4.92 t CO(2)e/cap., respectively. Originality/value - Synergist development strategies, addressing climate change mitigation and adaptation are suggested. In Amman an increased share of photovoltaic electricity production might be used for service provision, especially for energy needs surrounding water supply. Advanced slum upgrading in Jakarta could see relocation of the at-risk poor to safe areas with energy efficient homes connected to public transit and decentralized, community-based electricity generation. The focus in Dar es Salaam community-based waste-to-energy facilities would reduce climate change impacts and vulnerabilities while addressing energy poverty in poor communities.",
2869,"The toxic effects of saline drinking water on young turkey poults Turkey poults were offered ad libitum a diet containing 2.5 g salt/kg and tap water containing, 0, 90 or 105 mn NaCl to drink from 1 to 12 d of age. 2. High mortality with oedbema and ascites occurred mainly from 5 to 8 d in poults given the saline solutions. Mortality seemed to be related to salt and water intakes. 3. Plasma and body composition indicated abnormal retention of salt and water in poults younger than 12 d of age offered hypotonic saline. 4. In a second experiment using the same diet poults were offered hypotonic saline (105 mn NaCl in tap water) from 5, 9 or 13 d of age. High mortality with oedema and ascites was only observed when saline was given from 5 or 9 d. 5. The results suggest that from about 5 to 10 d of age there is a relative functional renal insufficiency which causes susceptibility to the toxic effects of saline water.",
2870,"Metal cations present in drinking water samples in and aroÃºnd rangia town, district kamrup, assam There has been a serious concern over the deterioration of pure drinking water quality in cities and towns. In developing countries, efforts to supply drinking water to their rural communities have focused primarily on digging deep tubewells and installing handpumps to exploit bacteriological safe groundwater. The present study aims at the assessment of drinking water quality in terms of some metal cations in and around Rangia town at different distances from the Rangia College. The results obtained were compared with drinking water standardsWHO, 2004 and BIS). The study was done in dry and wet season for one year. Analysis of results showed high content of some metal cations particularly iron, lead, copper, nickel, chromium, manganese, cadmium and aluminium present in rinking water samples. Â© 2009 - Kalpana Corporation.",
